recid	D	earnings	prevearn	edu
312839	1	2584	0	12
312842	1	71715	12	12
312843	0	1303	5000	12
312845	1	26016	3915	10
312846	0	40968	14299	11
312847	1	22425	150	12
312849	1	1782	0	11
312850	0	0	2477	12
312851	0	192	0	11
312856	0	29470	7282	10
312858	1	3847	0	14
312860	1	16620	9582	12
312861	0	46427	5000	12
312864	1	1623	0	12
312867	1	10299	0	8
312870	0	20561	2000	12
312873	0	26677	2600	15
312874	0	0	400	12
312876	1	9714	0	11
312877	0	15257	3596	15
312879	1	10110	2400	12
312880	0	8640	0	12
312882	0	1841	1500	9
312886	1	28306	0	9
312887	1	42750	10000	12
312888	1	147	900	10
312890	0	49158	6840	14
312895	0	6505	1000	12
312897	0	3678	0	11
312901	1	15039	0	12
312902	0	43955	16200	12
312903	1	114739	0	9
312904	0	30439	9880	12
312905	1	26502	5000	12
312906	0	35778	3000	14
312908	1	9298	0	8
312910	1	927	3000	12
312911	1	6942	8	8
312912	1	38106	9096	12
312916	0	12100	2700	12
312918	1	12450	3000	13
312919	0	15705	0	8
312922	1	26997	1345	13
312928	1	60537	5760	15
312929	0	36832	3000	12
312930	0	13337	0	12
312936	1	45554	3300	7
312937	0	7458	4500	15
312940	1	14388	3668	8
312942	1	10678	0	12
312943	1	53947	716	12
312947	1	11796	3000	12
312949	0	12304	0	12
312951	0	2538	800	12
312954	1	5238	2592	17
312955	1	924	24000	12
312958	1	31782	1500	14
312959	1	24153	8963	12
312965	1	0	4875	12
312967	1	12	8658	9
312968	1	29575	400	12
312969	0	32024	98	12
312970	0	32971	0	12
312976	1	0	0	12
312979	1	429	0	10
312980	1	4450	1323	9
312983	1	30298	3750	10
312985	1	20082	9085	14
312986	1	8151	500	12
312989	1	12452	0	12
312991	0	45987	0	12
312992	1	21884	6500	12
313000	1	54809	4972	12
313003	0	16106	4316	12
313004	0	10012	3896	9
313005	1	8757	8000	9
313009	1	27198	1604	13
313012	1	6641	700	12
313015	1	40199	8000	14
313017	1	48	15000	13
313019	1	12684	2000	16
313020	1	2625	5000	12
313023	1	7096	0	12
313025	1	5840	1300	13
313028	1	2994	3319	12
313029	1	9424	98	11
313031	0	1940	160	16
313034	1	22890	3000	10
313039	1	0	0	13
313043	1	5447	20000	16
313044	0	420	900	12
313050	1	3547	0	11
313052	0	11541	0	15
313057	1	0	88	13
313060	0	21792	11500	13
313061	1	11816	0	12
313065	1	0	0	12
313069	1	0	0	12
313071	1	12216	1200	13
313072	0	14454	1600	14
313076	1	44575	800	8
313077	1	12798	1500	13
313078	0	8826	2173	12
313080	1	39909	3840	14
313081	1	4908	0	12
313083	1	18267	1800	13
313088	1	11164	0	12
313091	1	14589	0	12
313098	1	9793	4686	12
313100	1	2355	6000	11
313105	0	9992	4000	10
313106	1	20272	4000	12
313107	1	2676	160	8
313108	0	9241	0	12
313109	1	6876	8500	8
313110	1	14640	575	7
313111	0	16679	4983	12
313113	0	38732	4700	16
313114	0	9004	2000	12
313119	0	29574	2827	9
313121	1	73248	3300	9
313124	0	46915	12800	15
313126	1	699	2000	14
313128	0	2916	0	9
313131	1	63463	0	12
313135	1	46610	16258	12
313138	1	0	1040	12
313143	0	17958	14000	17
313144	0	17511	8000	11
313149	0	12444	300	12
313151	1	41304	5000	12
313153	0	11394	2400	8
313156	1	8530	0	10
313157	1	26500	600	9
313160	1	0	1950	10
313162	1	13866	9100	12
313164	1	2271	1500	12
313165	1	33918	7166	12
313168	1	7878	16	13
313170	0	84	0	12
313171	1	6145	400	13
313173	1	11469	0	12
313176	0	0	0	8
313178	1	51	0	12
313179	0	14525	3500	11
313180	1	0	2200	8
313183	0	13143	0	13
313184	0	47013	7000	11
313185	0	3229	7480	12
313187	1	2851	9000	14
313191	0	8268	1050	10
313192	1	21413	8896	12
313194	1	0	7457	12
313197	1	3843	1440	9
313198	1	7083	3440	13
313199	0	0	0	9
313200	1	0	2800	12
313204	0	16674	0	12
313205	1	9478	0	12
313208	1	26384	3000	14
313209	1	0	700	12
313210	0	16017	5329	13
313212	0	3054	0	8
313216	0	6780	1800	12
313217	0	15381	600	12
313221	1	0	0	9
313225	1	23065	180	9
313226	1	352	3360	14
313228	0	0	2340	12
313232	0	34827	7363	12
313236	1	22406	4000	12
313237	1	162	0	8
313239	0	71821	29000	11
313242	0	4381	4000	12
313243	1	0	0	12
313244	0	714	150	13
313245	1	0	0	10
313246	1	8036	178	11
313250	0	8836	600	10
313251	1	144	6960	12
313252	0	0	0	9
313263	0	3035	0	10
313269	0	8876	3640	13
313271	1	6305	1200	16
313272	1	27261	13000	11
313278	1	16725	5700	12
313279	0	0	0	12
313280	1	522	0	14
313281	1	41779	3000	13
313284	1	17301	5123	11
313288	0	10427	140	14
313290	1	11383	4283	10
313291	1	31037	4000	12
313295	1	12919	0	10
313296	0	1462	1000	9
313300	1	25378	3500	17
313304	1	33220	98	12
313308	1	723	4592	8
313309	1	9318	0	12
313310	0	1020	0	9
313314	1	29749	0	12
313315	0	216	1000	12
313316	1	0	0	12
313317	1	34464	5700	16
313318	1	23484	10500	15
313319	1	0	0	9
313321	1	4014	0	10
313323	1	18613	8000	13
313324	0	47209	1600	12
313327	1	47223	0	13
313329	1	20856	296	12
313331	1	24404	1000	12
313333	0	30978	3000	12
313335	0	2392	800	11
313337	1	10818	160	12
313339	1	3603	0	8
313341	1	157	0	12
313342	1	10744	1021	12
313343	1	32984	480	13
313344	1	0	3000	15
313345	1	13534	2000	12
313347	1	21509	8700	12
313348	0	2526	3000	12
313353	0	30678	412	12
313355	1	44177	5634	10
313358	1	1881	2771	10
313362	1	0	0	12
313365	1	21842	250	12
313367	1	10731	6000	12
313370	1	30942	2726	11
313372	0	0	3360	14
313374	1	49046	3299	12
313377	0	12753	500	12
313378	1	19007	2079	17
313379	1	45474	700	12
313380	1	16288	3780	13
313384	1	0	0	14
313385	1	28873	9000	12
313388	0	4046	480	8
313389	1	9000	100	11
313391	1	26813	7500	11
313394	1	4929	0	8
313395	1	0	7017	12
313399	1	1517	0	8
313400	1	12928	0	13
313402	1	51801	6000	12
313403	1	27169	288	9
313406	0	29057	6000	12
313408	1	1239	2500	11
313410	0	2094	0	10
313411	1	11897	1597	12
313414	1	39507	10000	14
313416	1	9614	4536	12
313417	1	34188	1948	12
313418	1	972	0	12
313420	0	0	250	12
313424	0	7390	7000	11
313426	0	2815	2000	10
313427	1	40566	6000	10
313429	0	42169	0	14
313430	1	7260	140	12
313431	1	23790	5100	12
313434	0	7277	0	12
313436	1	22917	0	11
313438	1	42942	6000	14
313440	0	6309	5460	12
313441	1	11511	10497	13
313442	1	18264	2300	13
313443	0	6167	5000	12
313446	1	21250	0	12
313447	1	38661	0	14
313450	1	25186	1300	13
313453	1	5830	15	13
313454	1	0	4000	8
313456	0	14989	2400	13
313457	0	5979	1000	10
313459	0	0	0	14
313460	1	45294	10000	12
313461	1	0	0	11
313462	0	15006	6000	9
313463	0	18446	4000	12
313465	1	2265	0	14
313467	1	19257	925	9
313468	1	31967	15000	12
313470	1	38633	1152	12
313476	1	20574	0	9
313477	0	23561	7000	9
313482	1	8546	342	11
313485	1	15364	2200	12
313486	0	10095	15000	14
313487	0	15795	0	14
313488	1	15792	6900	11
313491	1	252	0	9
313493	0	12453	1087	12
313494	1	30779	4000	15
313495	1	15483	3000	10
313498	1	0	996	10
313499	1	9360	9380	10
313500	1	35412	0	17
313502	0	135	180	11
313510	1	48	0	12
313517	1	15034	0	12
313518	1	9487	96	12
313519	0	12255	3340	9
313520	0	16904	6000	11
313523	1	2883	0	11
313527	0	2670	5104	11
313529	1	3144	0	12
313531	1	0	0	12
313533	1	15894	13800	13
313534	1	0	0	12
313535	0	18459	5435	15
313536	1	31813	10600	11
313539	0	7329	3000	12
313540	1	70001	10000	12
313542	0	1973	396	11
313543	1	86863	336	14
313544	1	23850	240	11
313545	1	108	0	9
313547	1	20843	3200	13
313549	0	7092	4200	12
313552	1	237	0	8
313554	1	7617	2809	12
313555	0	15586	0	12
313556	1	0	1000	12
313557	0	5366	2100	16
313559	0	30327	2440	16
313560	0	0	2025	11
313562	0	332	0	11
313564	0	34862	14000	10
313566	1	22185	1886	15
313569	1	8784	0	18
313571	1	41889	2936	13
313572	1	6603	0	11
313573	0	11217	2300	8
313576	1	0	0	11
313577	1	0	1800	12
313578	0	7560	2275	12
313579	0	5092	5000	16
313580	1	33957	9367	14
313585	1	6735	0	11
313587	1	0	0	12
313588	1	18137	2700	12
313590	1	1054	3600	11
313591	0	29322	7000	12
313593	1	55677	1500	11
313595	1	15173	0	14
313598	0	2583	2000	9
313599	1	11304	10480	15
313601	1	1785	1200	12
313602	1	0	3000	9
313603	1	38233	9900	12
313605	1	26970	5800	13
313607	0	35117	0	7
313610	0	0	0	8
313611	1	3601	1000	16
313612	1	30828	0	10
313616	1	8109	0	12
313621	1	13389	0	14
313624	1	46020	200	12
313627	1	14060	0	12
313630	0	0	5000	11
313631	1	5475	5254	12
313634	1	27340	0	10
313641	1	34691	10000	12
313643	1	0	1600	12
313648	1	22743	2400	12
313652	0	243	0	10
313653	1	7359	7200	12
313654	1	1047	6	9
313655	1	5862	7641	10
313657	1	6711	0	12
313664	1	24349	3096	8
313668	0	11616	0	12
313669	0	2245	1258	12
313673	0	8219	0	12
313678	1	12477	11000	11
313679	1	0	200	12
313681	1	36958	0	12
313692	1	14006	0	12
313694	1	16256	5400	10
313695	0	11646	1679	12
313696	1	4334	0	15
313697	1	43580	48	12
313698	1	29873	4000	12
313699	0	13674	1400	10
313700	1	0	0	11
313701	0	39163	5000	12
313702	1	2290	900	8
313703	0	15404	9000	9
313704	1	28227	9450	17
313706	0	0	8900	14
313711	0	39816	4600	12
313713	1	25252	1000	10
313714	0	24262	675	10
313715	1	0	4500	8
313718	1	12016	15000	14
313720	1	2529	1000	10
313721	1	30497	500	9
313722	1	14433	4200	12
313723	1	5688	3000	12
313724	1	1824	0	14
313727	1	8663	4500	12
313728	0	13662	0	12
313730	1	0	0	8
313731	1	32886	10000	14
313732	1	4386	3157	12
313734	1	21137	1060	12
313736	1	0	0	12
313737	1	16281	2850	12
313739	0	61821	6000	12
313740	1	11474	680	12
313743	1	26814	3920	14
313745	1	17833	2000	13
313747	1	21857	780	12
313751	0	21989	900	13
313753	1	25744	2000	12
313754	1	5565	4200	13
313755	1	11970	1800	12
313756	1	0	460	12
313757	0	29949	2282	17
313758	0	53552	5500	11
313759	0	11793	1600	11
313761	0	2475	7020	10
313763	1	25879	4000	12
313764	1	15104	0	15
313766	1	38236	6000	12
313767	0	29308	16000	16
313770	1	2115	0	12
313771	0	22742	7000	12
313772	0	36061	3000	12
313773	1	0	3200	12
313774	1	42760	0	15
313775	1	8493	0	8
313782	1	7943	2500	12
313786	1	1635	800	14
313787	1	6834	7781	12
313789	1	19926	8400	13
313790	1	32632	14000	12
313791	1	4180	11000	12
313792	1	10728	4100	11
313793	0	6144	150	11
313795	1	21288	7000	8
313796	1	33873	2646	13
313803	0	22361	0	8
313804	1	57925	3000	11
313805	1	4583	500	9
313806	1	17157	8520	12
313809	0	15375	1600	13
313810	1	30865	8400	11
313813	1	12309	3500	12
313815	0	42397	14900	13
313820	0	45869	7360	12
313825	1	0	922	12
313826	1	476	0	12
313829	1	20969	5106	12
313830	1	3564	0	8
313834	0	17046	10000	11
313841	1	13674	2000	13
313842	1	1500	0	11
313843	1	3183	0	12
313844	0	29809	0	12
313845	1	26985	1200	14
313846	0	8367	79	9
313848	1	471	4800	10
313849	0	7680	0	11
313850	0	1311	400	10
313853	0	16158	3000	12
313856	1	6768	0	12
313858	1	25654	4050	8
313860	1	7772	800	11
313864	0	1008	1500	16
313865	0	1838	280	11
313866	1	43110	8254	8
313867	1	0	0	12
313873	1	11991	600	11
313881	1	41627	85	11
313882	1	2982	13000	13
313883	1	48281	6020	12
313888	0	15930	0	8
313889	1	27652	6487	10
313890	1	22400	2584	12
313891	1	0	2500	11
313893	1	1154	0	12
313894	1	0	100	10
313895	0	13026	2853	12
313901	0	5727	800	12
313902	1	0	0	10
313904	1	12363	167	15
313905	0	2133	0	12
313906	1	10688	0	13
313908	1	27617	5460	10
313910	0	13750	10831	12
313912	0	0	400	12
313913	1	16460	9148	12
313915	1	41994	2016	17
313916	1	1647	2500	12
313921	1	28215	22000	12
313922	0	23957	8500	14
313923	0	22178	7680	12
313924	1	57016	14000	10
313925	1	26992	10500	12
313926	0	22968	1000	14
313927	0	14841	1800	12
313929	1	4417	2000	11
313930	0	24695	2000	8
313933	1	75052	7204	14
313936	1	26236	800	12
313938	1	0	0	12
313940	1	1785	0	9
313944	1	345	1400	7
313946	1	37797	3200	12
313949	0	19257	3000	10
313954	0	15289	3797	9
313959	1	19839	0	11
313961	1	5128	2000	12
313962	1	0	0	12
313968	1	14050	0	13
313969	1	15164	12000	12
313971	1	19403	103	12
313972	0	15069	600	9
313974	1	26932	1850	12
313981	0	37488	5000	12
313982	0	5425	0	12
313983	1	8854	500	12
313988	1	4745	0	11
313992	1	11671	1800	12
313993	1	36183	4000	10
314001	0	0	1658	14
314004	0	1463	2750	12
314006	1	27085	14400	11
314008	0	6210	1800	12
314012	1	0	0	11
314013	0	0	0	12
314016	0	0	400	10
314019	1	0	0	9
314023	0	0	0	9
314025	0	1123	78	10
314029	1	53802	675	8
314030	1	14000	8000	14
314033	1	1248	3600	12
314034	1	16883	12000	10
314035	1	1203	278	10
314037	0	36039	2000	12
314039	1	1053	11	8
314041	1	14952	0	12
314044	1	41727	604	12
314045	1	17865	0	9
314047	1	617	2000	13
314051	1	4434	5000	13
314052	1	18525	76	12
314054	1	10425	0	12
314055	0	3885	3500	15
314057	1	4773	0	12
314058	1	13815	2600	14
314059	0	0	1600	12
314061	1	32967	9000	12
314065	0	35854	4500	12
314067	1	26468	2000	9
314068	0	11417	300	15
314069	1	5397	1200	12
314070	0	37335	19000	9
314072	0	773	4200	10
314073	1	30324	600	12
314074	1	9459	5000	12
314077	1	42786	7800	12
314078	1	52713	0	11
314080	0	9512	5234	12
314081	1	0	5342	12
314084	0	5062	5000	12
314085	1	753	0	13
314086	0	3129	4104	10
314088	1	30198	3462	14
314091	1	23079	2757	8
314092	1	4853	0	9
314093	1	9600	0	16
314094	1	369	450	13
314095	1	0	0	11
314097	1	37797	0	8
314098	1	28863	4000	12
314099	1	12031	4280	12
314101	0	0	0	9
314102	1	18946	5200	12
314103	0	37687	200	12
314105	1	35110	8999	12
314113	0	6734	2000	12
314114	0	10134	0	8
314115	1	11505	600	11
314116	1	7105	10000	13
314117	1	19555	612	12
314121	1	15177	0	10
314124	0	0	0	17
314127	1	1944	0	12
314133	1	43299	250	12
314134	1	0	0	10
314135	1	109503	0	12
314139	1	0	850	9
314141	0	7030	3800	12
314142	0	22453	9000	12
314147	0	43078	3625	12
314153	1	11601	0	12
314154	0	564	2000	11
314155	1	26529	5500	12
314158	1	0	0	12
314164	0	36933	17325	12
314165	1	11121	4455	8
314167	1	21061	0	11
314170	1	15966	700	12
314171	0	1503	0	9
314175	0	17673	708	11
314176	0	0	1500	15
314177	1	0	0	12
314178	1	18120	864	12
314179	1	13905	6500	12
314181	1	18333	0	12
314183	0	1575	0	8
314186	0	21153	0	15
314187	0	951	696	10
314188	0	5615	1417	9
314189	0	5994	300	11
314194	1	16561	6000	10
314196	1	5955	2314	11
314197	1	1065	0	11
314199	1	1608	3000	12
314200	1	48546	0	11
314201	1	6410	0	12
314203	1	4529	40	10
314204	0	27891	12000	11
314208	0	14579	0	12
314209	1	0	0	15
314211	1	6444	5000	12
314212	1	20032	600	11
314215	0	24820	0	9
314216	1	2187	0	13
314219	1	8478	2800	9
314220	0	27903	19203	11
314224	1	13933	200	11
314225	0	5490	3500	12
314226	0	31617	5000	12
314227	1	23381	5500	18
314228	0	264	9500	9
314232	1	7105	200	8
314234	0	0	0	12
314237	0	19617	0	12
314239	0	12635	0	12
314243	1	1445	7000	11
314244	1	44126	5000	9
314246	1	10938	6800	12
314249	1	10535	8640	10
314250	1	1675	3000	9
314251	0	30742	182	12
314253	1	12252	0	11
314254	0	21297	15000	12
314257	1	64380	6000	9
314258	0	0	4000	12
314259	0	43638	4084	16
314260	0	4475	300	16
314262	1	264	250	10
314264	1	0	800	13
314265	1	8076	4670	11
314267	1	5308	6204	13
314271	1	0	0	12
314273	1	23865	0	12
314274	1	32455	2400	10
314275	0	29753	0	12
314282	1	30852	10000	11
314283	1	12524	0	15
314284	1	19926	1800	10
314287	1	23994	6839	14
314290	1	5955	8000	10
314294	1	0	0	9
314295	1	438	3000	10
314297	1	18282	7840	9
314299	0	40167	17052	12
314303	0	4330	2500	9
314305	0	3495	344	8
314306	0	62216	4500	12
314307	1	2668	11320	12
314308	1	4058	13500	9
314313	1	21914	1200	12
314314	1	57	506	12
314316	0	2639	900	8
314317	0	0	0	8
314321	1	1654	99	12
314323	1	53845	8000	11
314325	1	28249	8742	12
314335	1	46758	5000	12
314336	0	1215	1000	11
314339	1	50141	10000	12
314340	1	16024	5500	9
314341	1	1224	10000	14
314344	1	3234	3000	13
314347	1	52	0	11
314348	0	4294	672	11
314354	1	25155	0	12
314356	0	21416	6000	16
314358	1	0	0	12
314359	1	1926	0	12
314360	0	7842	0	12
314362	1	6353	723	12
314369	1	0	0	10
314370	0	45867	2000	12
314371	0	17149	5000	12
314374	1	3373	960	10
314375	0	18945	3000	12
314380	1	5292	0	12
314381	1	32	0	8
314383	0	27360	0	16
314384	1	57536	4000	13
314385	1	30670	2800	12
314386	1	25459	15000	11
314388	1	125748	33000	12
314389	0	15009	292	13
314392	0	33747	0	12
314394	1	10083	3492	12
314396	0	56	5200	12
314397	0	34077	12000	12
314398	1	0	2500	8
314399	1	0	7800	11
314400	0	48096	6000	13
314402	1	28	2729	12
314403	1	240	10000	12
314405	1	1819	189	14
314409	1	1350	90	12
314410	1	26493	0	10
314412	0	13235	1680	12
314413	1	4005	3635	12
314414	0	0	3000	12
314417	1	17535	1777	12
314420	1	15549	7548	10
314421	1	0	0	12
314422	1	621	0	12
314424	1	2675	2241	14
314426	0	0	0	13
314427	1	11864	6000	12
314428	1	1545	11000	10
314429	1	567	4800	12
314430	1	11382	219	11
314431	0	18522	800	9
314432	1	0	0	12
314433	1	0	0	11
314434	1	38855	1900	11
314435	1	44580	4000	16
314436	1	24409	9000	9
314441	1	18	25	11
314443	0	25477	4000	12
314444	1	39741	7250	12
314445	1	15335	1200	9
314447	1	0	0	11
314448	0	4461	200	12
314449	0	1506	0	11
314450	1	36279	5606	15
314453	1	16924	0	14
314454	1	33328	2340	8
314457	0	47301	6989	15
314458	1	8101	2200	12
314460	1	1080	5677	12
314468	1	18017	1800	11
314469	0	26780	1792	9
314471	0	5793	0	11
314476	1	12159	0	8
314484	1	10872	1800	10
314486	0	0	0	12
314491	0	24460	0	12
314494	1	798	2000	9
314496	0	0	0	13
314498	1	10851	5698	12
314500	1	1315	1350	12
314502	1	9544	2000	12
314505	0	720	0	12
314506	1	18357	0	12
314507	1	13080	9000	12
314512	0	3477	3159	15
314513	0	38713	3825	12
314515	0	26781	4300	12
314516	1	64068	7700	14
314520	0	12692	4972	10
314521	1	453	0	15
314523	0	7152	2160	13
314526	1	2624	0	10
314527	1	1752	0	11
314528	1	4422	4000	12
314529	0	14826	3000	11
314530	0	635	0	12
314531	0	3330	0	10
314532	1	35521	11000	12
314533	0	5058	6000	10
314534	1	31809	5000	12
314535	1	47545	6800	12
314537	1	150	0	11
314538	0	12000	150	11
314542	1	21177	0	11
314543	0	42096	0	12
314544	0	8804	6750	11
314547	1	1997	0	11
314548	0	29947	4000	12
314551	1	15254	5096	10
314552	1	9053	2000	8
314557	1	32901	5100	14
314558	1	22053	550	14
314559	1	2751	0	9
314560	0	825	0	12
314561	0	10061	9000	13
314562	1	19576	0	8
314564	1	14862	0	8
314566	0	14002	120	11
314567	0	144	13000	12
314568	1	16215	13000	9
314571	1	1755	0	13
314572	1	18869	3552	12
314573	1	35505	2389	12
314575	1	31549	1000	12
314577	0	47432	1900	12
314579	1	13374	5000	11
314581	0	29385	2000	11
314586	1	20659	1155	12
314588	0	39916	7000	10
314589	1	13398	3360	8
314590	1	0	1600	16
314591	0	17060	800	12
314592	0	3822	3800	9
314593	1	2433	0	11
314596	1	13680	1280	11
314602	1	0	0	13
314605	1	21744	0	13
314608	1	19839	2600	12
314609	0	0	2188	12
314611	1	2541	128	10
314612	1	597	0	9
314613	1	31778	2000	12
314614	1	0	6000	12
314615	1	0	2400	12
314620	1	10392	1979	12
314621	1	17642	800	12
314622	1	31743	714	12
314623	1	1251	0	12
314627	1	7416	2500	14
314630	1	11084	11000	10
314634	1	600	0	9
314635	1	0	11000	12
314636	1	454	2400	14
314637	0	372	0	12
314640	1	24921	3350	12
314641	1	351	6250	16
314643	1	41250	10739	14
314644	1	1485	1695	12
314645	1	0	1318	8
314651	1	51109	5400	14
314652	0	15763	3385	12
314655	1	0	0	10
314656	0	43678	0	12
314657	0	24038	0	11
314664	0	1270	140	13
314665	0	25284	0	12
314667	1	23496	2800	9
314669	1	2775	3978	12
314670	1	53526	0	12
314671	1	2499	3000	11
314672	1	12985	4500	17
314676	1	4764	250	13
314679	0	24716	10800	12
314680	1	4251	0	10
314681	1	0	0	12
314683	0	39	800	14
314685	1	1163	3500	12
314688	1	22413	6000	12
314689	1	0	0	12
314690	0	78	5000	10
314691	1	16275	0	9
314695	1	21315	8000	15
314696	0	36924	2500	11
314697	1	489	2600	13
314698	1	17898	4200	12
314700	1	26891	7600	13
314705	1	4501	0	12
314708	0	27855	5000	10
314709	0	31118	0	12
314710	1	762	0	12
314713	1	0	6000	12
314714	1	1617	0	12
314715	0	6531	3800	12
314720	1	6275	1980	13
314723	0	44496	1946	12
314724	0	0	1200	12
314725	1	21106	0	12
314726	1	6981	250	9
314727	0	0	4000	9
314728	0	11230	9000	12
314736	1	22603	1728	12
314738	1	0	0	10
314739	0	38621	0	14
314741	1	2598	5227	12
314743	1	10194	0	12
314745	0	27380	3200	18
314748	1	12899	0	8
314751	1	4	0	12
314752	0	0	8000	12
314755	0	12563	0	12
314760	0	34119	2400	12
314762	0	480	3089	12
314763	1	628	0	14
314765	1	27025	23000	14
314768	1	6681	3300	10
314771	0	8772	244	9
314774	1	34039	0	14
314775	1	34841	3690	12
314776	0	15402	0	13
314779	1	0	140	10
314780	0	6712	5200	11
314782	0	4293	900	12
314783	1	987	1000	13
314784	1	19128	1600	12
314786	0	7509	20000	12
314788	0	24084	2755	13
314792	0	0	0	11
314794	1	12460	0	11
314795	1	8782	6585	16
314796	1	20310	392	16
314797	1	68877	3326	8
314800	1	15232	2000	10
314801	1	17797	0	9
314802	1	10546	0	12
314804	1	59236	203	13
314811	1	12009	7000	12
314820	1	390	6000	11
314821	1	7309	3500	10
314823	1	15761	1854	12
314824	1	233	0	12
314826	1	0	300	11
314828	1	0	1589	13
314832	0	23082	13596	11
314833	1	8310	5000	14
314835	0	27521	4500	12
314836	1	36731	1000	10
314837	1	66440	4368	8
314841	1	33423	1000	12
314842	0	16094	7000	14
314843	1	62955	4800	16
314848	0	26414	0	9
314849	0	36909	1200	12
314850	0	8127	0	12
314852	0	206	3000	14
314853	1	33581	800	12
314854	1	5682	0	10
314862	1	21204	0	11
314864	0	37701	9921	11
314865	1	27781	3693	12
314866	1	24	2500	14
314869	1	0	0	12
314870	1	3102	814	12
314871	1	18114	1700	12
314873	1	19261	0	12
314874	0	25409	13649	11
314878	1	0	370	9
314881	1	20376	400	11
314882	1	1141	0	11
314883	1	11468	0	12
314885	0	154	1178	13
314886	1	49794	98	14
314888	1	30660	0	16
314889	0	35790	1400	12
314892	1	14036	2500	12
314897	1	26037	2900	12
314898	1	115	3050	11
314900	0	3816	17488	12
314901	1	129	0	10
314907	1	10192	1100	15
314908	1	35594	2000	12
314909	1	715	0	11
314914	0	2733	9000	12
314916	0	4945	0	10
314917	1	0	9500	12
314923	1	24563	3000	15
314925	1	1474	800	8
314929	0	12559	1615	12
314931	1	2552	0	12
314932	1	0	0	15
314933	0	48777	3500	16
314937	0	0	0	14
314945	1	41256	10000	16
314947	1	231	400	10
314950	1	1452	1050	12
314951	1	12288	5360	14
314953	0	1860	0	11
314955	0	0	7800	12
314956	1	29172	7732	12
314957	1	18045	4500	12
314960	0	18759	0	12
314966	0	1754	13811	12
314967	1	37579	10230	10
314968	1	4386	5000	12
314969	1	34290	5600	10
314974	0	33840	5400	14
314976	0	7908	1095	12
314977	1	20912	5350	14
314979	0	1751	875	8
314982	1	49705	6000	12
314983	0	3188	1900	14
314984	0	36095	6100	13
314985	1	198	0	10
314987	0	0	2700	11
314988	1	55440	10000	12
314989	1	27118	6000	12
314990	1	11879	400	16
314991	1	1608	0	8
314992	1	216	0	13
314994	1	0	0	12
314995	1	47460	4000	12
314997	1	59103	12000	11
314998	1	436	0	8
314999	0	0	0	11
315002	0	17596	4224	12
315003	1	18956	4000	11
315004	1	3321	0	10
315005	1	2493	93	12
315008	1	0	4000	12
